"Issue Key"|"Summary"|"Author"|"Created"|"Field Type"|"Field"|"From"|"From String"|"To"|"To String"
"PAFI3-376"|"PROFESOR_360 - Valores en NULL y en 1 en als columnas STR_COD_CLASE_FUNC_SUSTANTIVA  y STR_DESC_CLASE_FUNC_SUSTANTIVA "|"jeison.guarin"|"2024-07-31T12:24:00.711-0500"|"custom"|"Tipo de incidencia"|""|""|"10591"|"Errores en integridad (SK en -1, NDF etc.)"
"PAFI3-376"|"PROFESOR_360 - Valores en NULL y en 1 en als columnas STR_COD_CLASE_FUNC_SUSTANTIVA  y STR_DESC_CLASE_FUNC_SUSTANTIVA "|"Colaborador Desarrollo Profesoral"|"2024-04-15T09:05:38.550-0500"|"jira"|"resolution"|""|""|"10000"|"Done"
"PAFI3-376"|"PROFESOR_360 - Valores en NULL y en 1 en als columnas STR_COD_CLASE_FUNC_SUSTANTIVA  y STR_DESC_CLASE_FUNC_SUSTANTIVA "|"Colaborador Desarrollo Profesoral"|"2024-04-15T09:05:38.550-0500"|"jira"|"status"|"10436"|"TESTING"|"10395"|"Done"
"PAFI3-376"|"PROFESOR_360 - Valores en NULL y en 1 en als columnas STR_COD_CLASE_FUNC_SUSTANTIVA  y STR_DESC_CLASE_FUNC_SUSTANTIVA "|"Consultor BM"|"2024-04-12T14:31:20.829-0500"|"custom"|"Minutos usadas"|""|""|""|"30"
"PAFI3-376"|"PROFESOR_360 - Valores en NULL y en 1 en als columnas STR_COD_CLASE_FUNC_SUSTANTIVA  y STR_DESC_CLASE_FUNC_SUSTANTIVA "|"Consultor BM"|"2024-04-12T14:28:33.169-0500"|"jira"|"status"|"10394"|"In Progress"|"10436"|"TESTING"
"PAFI3-376"|"PROFESOR_360 - Valores en NULL y en 1 en als columnas STR_COD_CLASE_FUNC_SUSTANTIVA  y STR_DESC_CLASE_FUNC_SUSTANTIVA "|"Consultor BM"|"2024-04-12T14:28:30.862-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-376"|"PROFESOR_360 - Valores en NULL y en 1 en als columnas STR_COD_CLASE_FUNC_SUSTANTIVA  y STR_DESC_CLASE_FUNC_SUSTANTIVA "|"Consultor BM"|"2024-04-12T14:24:10.829-0500"|"custom"|"Tipo de Soporte"|""|""|"10573"|"SOPORTE BMIND"
"PAFI3-376"|"PROFESOR_360 - Valores en NULL y en 1 en als columnas STR_COD_CLASE_FUNC_SUSTANTIVA  y STR_DESC_CLASE_FUNC_SUSTANTIVA "|"Colaborador Desarrollo Profesoral"|"2024-04-12T10:42:04.987-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-376"|"PROFESOR_360 - Valores en NULL y en 1 en als columnas STR_COD_CLASE_FUNC_SUSTANTIVA  y STR_DESC_CLASE_FUNC_SUSTANTIVA "|"Colaborador Desarrollo Profesoral"|"2024-04-12T10:42:03.047-0500"|"jira"|"priority"|"3"|"Medium"|"1"|"Highest"
"PAFI3-376"|"PROFESOR_360 - Valores en NULL y en 1 en als columnas STR_COD_CLASE_FUNC_SUSTANTIVA  y STR_DESC_CLASE_FUNC_SUSTANTIVA "|"Automation for Jira"|"2024-04-12T10:42:01.360-0500"|"jira"|"assignee"|""|""|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-376"|"PROFESOR_360 - Valores en NULL y en 1 en als columnas STR_COD_CLASE_FUNC_SUSTANTIVA  y STR_DESC_CLASE_FUNC_SUSTANTIVA "|"Colaborador Desarrollo Profesoral"|"2024-04-12T10:42:00.138-0500"|"jira"|"status"|"10393"|"To Do"|"10394"|"In Progress"
"PAFI3-376"|"PROFESOR_360 - Valores en NULL y en 1 en als columnas STR_COD_CLASE_FUNC_SUSTANTIVA  y STR_DESC_CLASE_FUNC_SUSTANTIVA "|"Colaborador Desarrollo Profesoral"|"2024-04-12T10:41:54.989-0500"|"jira"|"description"|""|""|""|"# En las columnas *STR_COD_CLASE_FUNC_SUSTANTIVA* solo está trayendo valores en NULL y en menos 1, y en la columna *STR_DESC_CLASE_FUNC_SUSTANTIVA* solo trae valores NULL y DOCENCIA, lo cual no sabes cuales la fuente y como son los valores ya que en el Excel NO se especifica a que pertenecen dichas columnas:

Dentro de SQL en la columna *STR_COD_CLASE_FUNC_SUSTANTIVA* solo tare valore *NULL y en 1*

!image-20240412-154135.png|width=75%,alt=""image-20240412-154135.png""!



Dentro de SQL en la columna *STR_DESC_CLASE_FUNC_SUSTANTIVA*  solo tare valore *NULL y DOCENCIA*



!image-20240412-154150.png|width=75%,alt=""image-20240412-154150.png""!"
"PAFI3-376"|"PROFESOR_360 - Valores en NULL y en 1 en als columnas STR_COD_CLASE_FUNC_SUSTANTIVA  y STR_DESC_CLASE_FUNC_SUSTANTIVA "|"Colaborador Desarrollo Profesoral"|"2024-04-12T10:41:16.700-0500"|"jira"|"IssueParentAssociation"|""|""|"27768"|"27768"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Sebastián Alfonso Aguilar"|"2024-09-02T11:47:45.279-0500"|"custom"|"Tipología de casos"|""|""|"10618"|"INCIDENTE"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Colaborador Desarrollo Profesoral"|"2024-08-20T14:20:49.455-0500"|"custom"|"Temática de incidencia"|""|""|"10613"|"DDP - PROFESORES_360"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"jeison.guarin"|"2024-07-31T12:23:42.611-0500"|"custom"|"Tipo de incidencia"|""|""|"10601"|"Errores en filtros usados"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"jeison.guarin"|"2024-07-31T12:23:08.424-0500"|"custom"|"Fase del modelo impactado"|""|""|"10595"|"Fase 3"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Colaborador Desarrollo Profesoral"|"2024-04-26T16:26:55.110-0500"|"jira"|"resolution"|""|""|"10000"|"Done"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Colaborador Desarrollo Profesoral"|"2024-04-26T16:26:55.110-0500"|"jira"|"status"|"10436"|"TESTING"|"10395"|"Done"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Colaborador Desarrollo Profesoral"|"2024-04-22T09:18:58.815-0500"|"jira"|"status"|"10394"|"In Progress"|"10436"|"TESTING"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Colaborador Desarrollo Profesoral"|"2024-04-22T09:18:56.132-0500"|"jira"|"assignee"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Colaborador Desarrollo Profesoral"|"2024-04-22T09:18:42.310-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Colaborador Desarrollo Profesoral"|"2024-04-22T09:18:37.161-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Consultor BM"|"2024-04-18T15:48:53.766-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Colaborador Desarrollo Profesoral"|"2024-04-15T08:42:52.929-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Colaborador Desarrollo Profesoral"|"2024-04-15T08:42:50.850-0500"|"jira"|"status"|"10436"|"TESTING"|"10394"|"In Progress"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Consultor BM"|"2024-04-12T14:20:57.105-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Consultor BM"|"2024-04-12T14:20:54.216-0500"|"jira"|"status"|"10394"|"In Progress"|"10436"|"TESTING"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Colaborador Desarrollo Profesoral"|"2024-04-12T10:34:26.627-0500"|"jira"|"priority"|"3"|"Medium"|"1"|"Highest"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Colaborador Desarrollo Profesoral"|"2024-04-12T10:34:20.551-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Automation for Jira"|"2024-04-12T10:34:18.747-0500"|"jira"|"assignee"|""|""|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Colaborador Desarrollo Profesoral"|"2024-04-12T10:34:17.368-0500"|"jira"|"status"|"10393"|"To Do"|"10394"|"In Progress"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Colaborador Desarrollo Profesoral"|"2024-04-12T10:34:11.460-0500"|"jira"|"description"|""|""|""|"# No aparecen las columnas *STR_COD_FUNC_SUSTANTIVA* y *STR_DESC_FUNC_SUSTANTIVA* cuando se entregó el modelo teníamos dichas columnas al día de hoy *12/04/2024* NO aparecen las columnas, NO se sabe si fueron renombradas o eliminas, quisiéramos saber qué fue lo que paso con dichas columnas, a continuación se muestra el diagrama y en el Excel tampoco no aparece:

!image-20240412-153332.png|width=58.333333333333336%,alt=""image-20240412-153332.png""!"
"PAFI3-375"|"PROFESOR_360 - Cuando se entrego el modelo teneiamos esta dos columnas STR_COD_FUNC_SUSTANTIVA y  STR_DESC_FUNC_SUSTANTIVA ahora no aprecen, NO se sabe si fueron renobrados o eliminas "|"Colaborador Desarrollo Profesoral"|"2024-04-12T10:26:37.931-0500"|"jira"|"IssueParentAssociation"|""|""|"27768"|"27768"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Colaborador Desarrollo Profesoral"|"2024-09-20T12:47:17.759-0500"|"jira"|"resolution"|""|""|"10000"|"Done"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Colaborador Desarrollo Profesoral"|"2024-09-20T12:47:17.759-0500"|"jira"|"status"|"10436"|"TESTING"|"10395"|"Done"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Sebastián Alfonso Aguilar"|"2024-09-19T10:33:50.330-0500"|"jira"|"status"|"10394"|"In Progress"|"10436"|"TESTING"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Sebastián Alfonso Aguilar"|"2024-09-19T10:33:48.676-0500"|"jira"|"assignee"|"6011c87dc8c36c00696e4100"|"julian.obando"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Sebastián Alfonso Aguilar"|"2024-09-03T10:14:40.710-0500"|"jira"|"assignee"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"|"6011c87dc8c36c00696e4100"|"julian.obando"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Sebastián Alfonso Aguilar"|"2024-09-02T12:18:40.303-0500"|"custom"|"Tipología de casos"|""|""|"10618"|"INCIDENTE"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Sebastián Alfonso Aguilar"|"2024-09-02T12:18:37.504-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Colaborador Desarrollo Profesoral"|"2024-08-20T14:20:33.301-0500"|"custom"|"Temática de incidencia"|""|""|"10613"|"DDP - PROFESORES_360"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"jeison.guarin"|"2024-07-31T12:15:49.551-0500"|"custom"|"Tipo de incidencia"|""|""|"10592"|"Errores en fuente de datos"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"jeison.guarin"|"2024-07-31T12:14:17.270-0500"|"custom"|"Fase del modelo impactado"|""|""|"10595"|"Fase 3"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Colaborador Desarrollo Profesoral"|"2024-07-09T10:18:20.410-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Colaborador Desarrollo Profesoral"|"2024-07-09T10:18:16.926-0500"|"jira"|"status"|"10436"|"TESTING"|"10394"|"In Progress"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Consultor BM"|"2024-05-07T19:53:34.235-0500"|"custom"|"Minutos usadas"|""|""|""|"90"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Consultor BM"|"2024-05-07T19:53:18.151-0500"|"custom"|"Tipo de Soporte"|""|""|"10573"|"SOPORTE BMIND"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Consultor BM"|"2024-05-07T19:45:53.425-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Consultor BM"|"2024-05-07T19:45:47.476-0500"|"jira"|"status"|"10394"|"In Progress"|"10436"|"TESTING"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Colaborador Desarrollo Profesoral"|"2024-04-29T12:57:58.129-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Colaborador Desarrollo Profesoral"|"2024-04-29T12:43:11.919-0500"|"jira"|"status"|"10436"|"TESTING"|"10394"|"In Progress"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Consultor BM"|"2024-04-18T15:42:27.461-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Consultor BM"|"2024-04-18T15:42:25.594-0500"|"jira"|"status"|"10394"|"In Progress"|"10436"|"TESTING"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Colaborador Desarrollo Profesoral"|"2024-04-16T09:40:20.478-0500"|"jira"|"summary"|""|"PROFESORES_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|""|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Colaborador Desarrollo Profesoral"|"2024-04-11T12:09:53.728-0500"|"jira"|"priority"|"3"|"Medium"|"1"|"Highest"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Colaborador Desarrollo Profesoral"|"2024-04-11T12:09:48.995-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Colaborador Desarrollo Profesoral"|"2024-04-11T12:09:47.728-0500"|"jira"|"description"|""|""|""|"Buenas tardes

Apreciados,

Teniendo en cuenta la revisión que realizo en el daily el día 9/04/2024, sobre la Calificación de Evaluación de Profesores de Hora- Cátedra para la profesora: Janeth Lizcano Gómez con el ID: 0000009081 para el periodo 2022-1 evidenciamos que en PROFESORES_360, le aparece que no tiene información para las diferentes fechas de corte, pero tiene calificación, no debería pasar esto, ya que si no se tiene registro de estas fechas, es decir que también no debería tener registros de un ponderado de Autoevaluación y Evaluación del jefe inmediato, amablemente adjunto evidencia



!image-20240411-170917.png|width=838,height=528,alt=""image-20240411-170917.png""!"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Automation for Jira"|"2024-04-11T12:00:32.805-0500"|"jira"|"assignee"|""|""|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Colaborador Desarrollo Profesoral"|"2024-04-11T12:00:31.511-0500"|"jira"|"status"|"10393"|"To Do"|"10394"|"In Progress"
"PAFI3-373"|"PROFESOR_360- En Calificación de Evaluación de Profesores de Hora- Cátedra registros aparece registros nulos con Calificación"|"Colaborador Desarrollo Profesoral"|"2024-04-11T12:00:25.646-0500"|"jira"|"IssueParentAssociation"|""|""|"27768"|"27768"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"Sebastián Alfonso Aguilar"|"2024-09-24T16:16:09.802-0500"|"jira"|"reporter"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"Sebastián Alfonso Aguilar"|"2024-09-24T16:16:03.774-0500"|"jira"|"assignee"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"|"6011c87dc8c36c00696e4100"|"julian.obando"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"Sebastián Alfonso Aguilar"|"2024-09-24T15:59:51.935-0500"|"jira"|"reporter"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"Consultor BM"|"2024-09-20T14:52:48.831-0500"|"custom"|"Minutos usadas"|""|"60"|""|"90"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"Consultor BM"|"2024-09-20T14:52:22.987-0500"|"jira"|"assignee"|"6408f90d0a4a47fb8d24c2b5"|"Deivis Carlos Campo Mahecha"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"Colaborador Desarrollo Profesoral"|"2024-09-20T12:41:11.053-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"6408f90d0a4a47fb8d24c2b5"|"Deivis Carlos Campo Mahecha"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"Colaborador Desarrollo Profesoral"|"2024-09-20T12:41:03.020-0500"|"jira"|"status"|"10436"|"TESTING"|"10394"|"In Progress"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"Consultor BM"|"2024-09-19T12:15:37.775-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"Consultor BM"|"2024-09-18T16:05:05.794-0500"|"custom"|"Minutos usadas"|""|"30"|""|"60"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"Consultor BM"|"2024-09-18T16:04:28.274-0500"|"jira"|"status"|"10394"|"In Progress"|"10436"|"TESTING"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"Sebastián Alfonso Aguilar"|"2024-09-02T11:40:33.937-0500"|"custom"|"Tipología de casos"|""|""|"10618"|"INCIDENTE"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"Colaborador Desarrollo Profesoral"|"2024-08-20T14:20:10.657-0500"|"custom"|"Temática de incidencia"|""|""|"10613"|"DDP - PROFESORES_360"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"jeison.guarin"|"2024-07-31T12:14:01.266-0500"|"custom"|"Tipo de incidencia"|""|""|"10592"|"Errores en fuente de datos"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"jeison.guarin"|"2024-07-31T12:08:20.085-0500"|"custom"|"Fase del modelo impactado"|""|""|"10595"|"Fase 3"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"Colaborador Desarrollo Profesoral"|"2024-06-17T09:44:05.605-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"Colaborador Desarrollo Profesoral"|"2024-06-17T09:44:03.395-0500"|"jira"|"status"|"10436"|"TESTING"|"10394"|"In Progress"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"Consultor BM"|"2024-05-17T14:07:25.198-0500"|"jira"|"status"|"10394"|"In Progress"|"10436"|"TESTING"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"Consultor BM"|"2024-05-17T14:07:14.908-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-372"|"PROFESORES_360- Calificación de Evaluación de Profesores de Hora- Cátedra"|"Sebastián Alfonso Aguilar"|"2024-05-07T15:47:49.637-0500"|"jira"|"assignee"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
